Label,Number,Abstract
2,17,"  The aim of the present paper is to provide a global presentation of the
theory of special Finsler manifolds. We introduce and investigate globally (or
intrinsically, free from local coordinates) many of the most important and most
commonly used special Finsler manifolds: locally Minkowskian, Berwald,
Landesberg, general Landesberg, $P$-reducible, $C$-reducible,
semi-$C$-reducible, quasi-$C$-reducible, $P^{*}$-Finsler, $C^{h}$-recurrent,
$C^{v}$-recurrent, $C^{0}$-recurrent, $S^{v}$-recurrent, $S^{v}$-recurrent of
the second order, $C_{2}$-like, $S_{3}$-like, $S_{4}$-like, $P_{2}$-like,
$R_{3}$-like, $P$-symmetric, $h$-isotropic, of scalar curvature, of constant
curvature, of $p$-scalar curvature, of $s$-$ps$-curvature. The global
definitions of these special Finsler manifolds are introduced. Various
relationships between the different types of the considered special Finsler
manifolds are found. Many local results, known in the literature, are proved
globally and several new results are obtained. As a by-product, interesting
identities and properties concerning the torsion tensor fields and the
curvature tensor fields are deduced. Although our investigation is entirely
global, we provide; for comparison reasons, an appendix presenting a local
counterpart of our global approach and the local definitions of the special
Finsler spaces considered.
"
2,18,"  In this paper we consider the Hardy-Lorentz spaces $H^{p,q}(R^n)$, with
$0<p\le 1$, $0<q\le \infty$. We discuss the atomic decomposition of the
elements in these spaces, their interpolation properties, and the behavior of
singular integrals and other operators acting on them.
"
2,19,"  Intersection bodies represent a remarkable class of geometric objects
associated with sections of star bodies and invoking
  Radon transforms, generalized cosine transforms, and the relevant Fourier
analysis. The main focus of this article is interrelation between generalized
cosine transforms of different kinds in the context of their application to
investigation of a certain family of intersection bodies, which we call
$\lam$-intersection bodies. The latter include $k$-intersection bodies (in the
sense of A. Koldobsky) and unit balls of finite-dimensional subspaces of
$L_p$-spaces. In particular, we show that restrictions onto lower dimensional
subspaces of the spherical Radon transforms and the generalized cosine
transforms preserve their integral-geometric structure. We apply this result to
the study of sections of $\lam$-intersection bodies. New characterizations of
this class of bodies are obtained and examples are given. We also review some
known facts and give them new proofs.
"
2,20,"  We introduce a family of rings of symmetric functions depending on an
infinite sequence of parameters. A distinguished basis of such a ring is
comprised by analogues of the Schur functions. The corresponding structure
coefficients are polynomials in the parameters which we call the
Littlewood-Richardson polynomials. We give a combinatorial rule for their
calculation by modifying an earlier result of B. Sagan and the author. The new
rule provides a formula for these polynomials which is manifestly positive in
the sense of W. Graham. We apply this formula for the calculation of the
product of equivariant Schubert classes on Grassmannians which implies a
stability property of the structure coefficients. The first manifestly positive
formula for such an expansion was given by A. Knutson and T. Tao by using
combinatorics of puzzles while the stability property was not apparent from
that formula. We also use the Littlewood-Richardson polynomials to describe the
multiplication rule in the algebra of the Casimir elements for the general
linear Lie algebra in the basis of the quantum immanants constructed by A.
Okounkov and G. Olshanski.
"
2,21,"  In the article [Petojevic 2006], A. Petojevi\' c verified useful properties
of the $K_{i}(z)$ functions which generalize Kurepa's [Kurepa 1971] left
factorial function. In this note, we present simplified proofs of two of these
results and we answer the open question stated in [Petojevic 2006]. Finally, we
discuss the differential transcendency of the $K_{i}(z)$ functions.
"
2,22,"  The goal of this paper is to construct invariant dynamical objects for a (not
necessarily invertible) smooth self map of a compact manifold. We prove a
result that takes advantage of differences in rates of expansion in the terms
of a sheaf cohomological long exact sequence to create unique lifts of finite
dimensional invariant subspaces of one term of the sequence to invariant
subspaces of the preceding term. This allows us to take invariant cohomological
classes and under the right circumstances construct unique currents of a given
type, including unique measures of a given type, that represent those classes
and are invariant under pullback. A dynamically interesting self map may have a
plethora of invariant measures, so the uniquess of the constructed currents is
important. It means that if local growth is not too big compared to the growth
rate of the cohomological class then the expanding cohomological class gives
sufficient ""marching orders"" to the system to prohibit the formation of any
other such invariant current of the same type (say from some local dynamical
subsystem). Because we use subsheaves of the sheaf of currents we give
conditions under which a subsheaf will have the same cohomology as the sheaf
containing it. Using a smoothing argument this allows us to show that the sheaf
cohomology of the currents under consideration can be canonically identified
with the deRham cohomology groups. Our main theorem can be applied in both the
smooth and holomorphic setting.
"
2,23,"  In present paper we propose seemingly new method for finding solutions of
some types of nonlinear PDEs in closed form. The method is based on
decomposition of nonlinear operators on sequence of operators of lower orders.
It is shown that decomposition process can be done by iterative procedure(s),
each step of which is reduced to solution of some auxiliary PDEs system(s) for
one dependent variable. Moreover, we find on this way the explicit expression
of the first-order PDE(s) for first integral of decomposable initial PDE.
Remarkably that this first-order PDE is linear if initial PDE is linear in its
highest derivatives.
  The developed method is implemented in Maple procedure, which can really
solve many of different order PDEs with different number of independent
variables. Examples of PDEs with calculated their general solutions demonstrate
a potential of the method for automatic solving of nonlinear PDEs.
"
2,24,"  We treat Koll\'ar's injectivity theorem from the analytic (or differential
geometric) viewpoint. More precisely, we give a curvature condition which
implies Koll\'ar type cohomology injectivity theorems. Our main theorem is
formulated for a compact K\""ahler manifold, but the proof uses the space of
harmonic forms on a Zariski open set with a suitable complete K\""ahler metric.
We need neither covering tricks, desingularizations, nor Leray's spectral
sequence.
"
2,25,"  This paper is an exposition of the so-called injective Morita contexts (in
which the connecting bimodule morphisms are injective) and Morita
$\alpha$contexts (in which the connecting bimodules enjoy some local
projectivity in the sense of Zimmermann-Huisgen). Motivated by situations in
which only one trace ideal is in action, or the compatibility between the
bimodule morphisms is not needed, we introduce the notions of Morita
semi-contexts and Morita data, and investigate them. Injective Morita data will
be used (with the help of static and adstatic modules) to establish
equivalences between some intersecting subcategories related to subcategories
of modules that are localized or colocalized by trace ideals of a Morita datum.
We end up with applications of Morita $\alpha$-contexts to $\ast$-modules and
injective right wide Morita contexts.
"
2,26,"  We define nonselfadjoint operator algebras with generators $L_{e_1},...,
L_{e_n}, L_{f_1},...,L_{f_m}$ subject to the unitary commutation relations of
the form \[ L_{e_i}L_{f_j} = \sum_{k,l} u_{i,j,k,l} L_{f_l}L_{e_k}\] where $u=
(u_{i,j,k,l})$ is an $nm \times nm$ unitary matrix. These algebras, which
generalise the analytic Toeplitz algebras of rank 2 graphs with a single
vertex, are classified up to isometric isomorphism in terms of the matrix $u$.
"
2,27,"  We discussed quantum deformations of D=4 Lorentz and Poincare algebras. In
the case of Poincare algebra it is shown that almost all classical r-matrices
of S. Zakrzewski classification correspond to twisted deformations of Abelian
and Jordanian types. A part of twists corresponding to the r-matrices of
Zakrzewski classification are given in explicit form.
"
2,28,"  We give a quantitative analysis of clustering in a stochastic model of
one-dimensional gas. At time zero, the gas consists of $n$ identical particles
that are randomly distributed on the real line and have zero initial speeds.
Particles begin to move under the forces of mutual attraction. When particles
collide, they stick together forming a new particle, called cluster, whose mass
and speed are defined by the laws of conservation. We are interested in the
asymptotic behavior of $K_n(t)$ as $n\to \infty$, where $K_n(t)$ denotes the
number of clusters at time $t$ in the system with $n$ initial particles. Our
main result is a functional limit theorem for $K_n(t)$. Its proof is based on
the discovered localization property of the aggregation process, which states
that the behavior of each particle is essentially defined by the motion of
neighbor particles.
"
2,29,"  Our main result in this paper is the following: Given $H^m, H^n$ hyperbolic
spaces of dimensional $m$ and $n$ corresponding, and given a Holder function
$f=(s^1,...,f^{n-1}):\partial H^m\to \partial H^n$ between geometric boundaries
of $H^m$ and $H^n$. Then for each $\epsilon >0$ there exists a harmonic map
$u:H^m\to H^n$ which is continuous up to the boundary (in the sense of
Euclidean) and $u|_{\partial H^m}=(f^1,...,f^{n-1},\epsilon)$.
"
2,30,"  We combine classical methods of combinatorial group theory with the theory of
small cancellations over relatively hyperbolic groups to construct finitely
generated torsion-free groups that have only finitely many classes of conjugate
elements. Moreover, we present several results concerning embeddings into such
groups.
  As another application of these techniques, we prove that every countable
group $C$ can be realized as a group of outer automorphisms of a group $N$,
where $N$ is a finitely generated group having Kazhdan's property (T) and
containing exactly two conjugacy classes.
"
2,31,"  We get asymptotics for the volume of large balls in an arbitrary locally
compact group G with polynomial growth. This is done via a study of the
geometry of G and a generalization of P. Pansu's thesis. In particular, we show
that any such G is weakly commensurable to some simply connected solvable Lie
group S, the Lie shadow of G. We also show that large balls in G have an
asymptotic shape, i.e. after a suitable renormalization, they converge to a
limiting compact set which can be interpreted geometrically. We then discuss
the speed of convergence, treat some examples and give an application to
ergodic theory. We also answer a question of Burago about left invariant
metrics and recover some results of Stoll on the irrationality of growth series
of nilpotent groups.
"
2,32,"  We review recent progress in operator algebraic approach to conformal quantum
field theory. Our emphasis is on use of representation theory in classification
theory. This is based on a series of joint works with R. Longo.
"
2,33,"  Sparse Code Division Multiple Access (CDMA), a variation on the standard CDMA
method in which the spreading (signature) matrix contains only a relatively
small number of non-zero elements, is presented and analysed using methods of
statistical physics. The analysis provides results on the performance of
maximum likelihood decoding for sparse spreading codes in the large system
limit. We present results for both cases of regular and irregular spreading
matrices for the binary additive white Gaussian noise channel (BIAWGN) with a
comparison to the canonical (dense) random spreading code.
"
2,34,"  For positive semidefinite matrices $A$ and $B$, Ando and Zhan proved the
inequalities $||| f(A)+f(B) ||| \ge ||| f(A+B) |||$ and $||| g(A)+g(B) ||| \le
||| g(A+B) |||$, for any unitarily invariant norm, and for any non-negative
operator monotone $f$ on $[0,\infty)$ with inverse function $g$. These
inequalities have very recently been generalised to non-negative concave
functions $f$ and non-negative convex functions $g$, by Bourin and Uchiyama,
and Kosem, respectively.
  In this paper we consider the related question whether the inequalities $|||
f(A)-f(B) ||| \le ||| f(|A-B|) |||$, and $||| g(A)-g(B) ||| \ge ||| g(|A-B|)
|||$, obtained by Ando, for operator monotone $f$ with inverse $g$, also have a
similar generalisation to non-negative concave $f$ and convex $g$. We answer
exactly this question, in the negative for general matrices, and affirmatively
in the special case when $A\ge ||B||$.
  In the course of this work, we introduce the novel notion of $Y$-dominated
majorisation between the spectra of two Hermitian matrices, where $Y$ is itself
a Hermitian matrix, and prove a certain property of this relation that allows
to strengthen the results of Bourin-Uchiyama and Kosem, mentioned above.
"
2,35,"  We prove a duality theorem for certain graded algebras and show by various
examples different kinds of failure of tameness of local cohomology.
"
2,36,"  Given an orientable weakly self-dual manifold X of rank two, we build a
geometric realization of the Lie algebra sl(6,C) as a naturally defined algebra
L of endomorphisms of the space of differential forms of X. We provide an
explicit description of Serre generators in terms of natural generators of L.
This construction gives a bundle on X which is related to the search for a
natural Gauge theory on X. We consider this paper as a first step in the study
of a rich and interesting algebraic structure.
"
2,37,"  We show that there is an hierarchy of intersection rigidity properties of
sets in a closed symplectic manifold: some sets cannot be displaced by
symplectomorphisms from more sets than the others. We also find new examples of
rigidity of intersections involving, in particular, specific fibers of moment
maps of Hamiltonian torus actions, monotone Lagrangian submanifolds (following
the works of P.Albers and P.Biran-O.Cornea), as well as certain, possibly
singular, sets defined in terms of Poisson-commutative subalgebras of smooth
functions. In addition, we get some geometric obstructions to semi-simplicity
of the quantum homology of symplectic manifolds. The proofs are based on the
Floer-theoretical machinery of partial symplectic quasi-states.
"
2,38,"  We prove that an arbitrary (not necessarily countably generated) Hilbert
$G$-$\cla$ module on a G-C^* algebra $\cla$ admits an equivariant embedding
into a trivial $G-\cla$ module, provided G is a compact Lie group and its
action on $\cla$ is ergodic.
"
2,39,"  We give details of the proof of the remark made in \cite{G2} that the Chern
characters of the canonical generators on the K homology of the quantum group
$SU_q(2)$ are not invariant under the natural $SU_q(2)$ coaction. Furthermore,
the conjecture made in \cite{G2} about the nontriviality of the twisted Chern
character coming from an odd equivariant spectral triple on $SU_q(2)$ is
settled in the affirmative.
"
2,40,"  Zero-divisors (ZDs) derived by Cayley-Dickson Process (CDP) from
N-dimensional hypercomplex numbers (N a power of 2, at least 4) can represent
singularities and, as N approaches infinite, fractals -- and thereby,scale-free
networks. Any integer greater than 8 and not a power of 2 generates a
meta-fractal or ""Sky"" when it is interpreted as the ""strut constant"" (S) of an
ensemble of octahedral vertex figures called ""Box-Kites"" (the fundamental
building blocks of ZDs). Remarkably simple bit-manipulation rules or ""recipes""
provide tools for transforming one fractal genus into others within the context
of Wolfram's Class 4 complexity.
"
2,41,"  We will prove the relative homotopy principle for smooth maps with
singularities of a given {\cal K}-invariant class with a mild condition. We
next study a filtration of the group of homotopy self-equivalences of a given
manifold P by considering singularities of non-negative {\cal K}-codimensions.
"
2,42,"  We consider the variation of the surface spanned by closed strings in a
spacetime manifold. Using the Nambu-Goto string action, we induce the geodesic
surface equation, the geodesic surface deviation equation which yields a Jacobi
field, and we define the index form of a geodesic surface as in the case of
point particles to discuss conjugate strings on the geodesic surface.
"
2,43,"  We prove the existence of global Bishop discs in a strictly pseudoconvex
Stein domain in an almost complex manifold of complex dimension 2.
"
2,44,"  In this note we develop tools and techniques for the treatment of anisotropic
thermo-elasticity in two space dimensions. We use a diagonalisation technique
to obtain properties of the characteristic roots of the full symbol of the
system in order to prove $L^p$--$L^q$ decay rates for its solutions.
"
2,45,"  In this paper we show that the quotient Aubry set associated to certain
Lagrangians is totally disconnected (i.e., every connected component consists
of a single point). Moreover, we discuss the relation between this problem and
a Morse-Sard type property for (difference of) critical subsolutions of
Hamilton-Jacobi equations.
"
2,46,"  Over algebraically closed fields of characteristic p>2, prolongations of the
simple finite dimensional Lie algebras and Lie superalgebras with Cartan matrix
are studied for certain simplest gradings of these algebras. Several new simple
Lie superalgebras are discovered, serial and exceptional, including superBrown
and superMelikyan superalgebras. Simple Lie superalgebras with Cartan matrix of
rank 2 are classified.
"
2,47,"  Let $M$ be a smooth manifold and let $\F$ be a codimension one, $C^\infty$
foliation on $M$, with isolated singularities of Morse type. The study and
classification of pairs $(M,\F)$ is a challenging (and difficult) problem. In
this setting, a classical result due to Reeb \cite{Reeb} states that a manifold
admitting a foliation with exactly two center-type singularities is a sphere.
In particular this is true if the foliation is given by a function. Along these
lines a result due to Eells and Kuiper \cite{Ku-Ee} classify manifolds having a
real-valued function admitting exactly three non-degenerate singular points. In
the present paper, we prove a generalization of the above mentioned results. To
do this, we first describe the possible arrangements of pairs of singularities
and the corresponding codimension one invariant sets, and then we give an
elimination procedure for suitable center-saddle and some saddle-saddle
configurations (of consecutive indices). In the second part, we investigate if
other classical results, such as Haefliger and Novikov (Compact Leaf) theorems,
proved for regular foliations, still hold true in presence of singularities. At
this purpose, in the singular set, $Sing(\F)$ of the foliation $\F$, we
consider {\em{weakly stable}} components, that we define as those components
admitting a neighborhood where all leaves are compact. If $Sing(\F)$ admits
only weakly stable components, given by smoothly embedded curves diffeomorphic
to $S^1$, we are able to extend Haefliger's theorem. Finally, the existence of
a closed curve, transverse to the foliation, leads us to state a Novikov-type
result.
"
2,48,"  Let g be a finite dimensional complex semisimple Lie algebra, and let V be a
finite dimensional represenation of g. We give a closed formula for the mth
Frobenius-Schur indicator, m>1, of V in representation-theoretic terms. We
deduce that the indicators take integer values, and that for a large enough m,
the mth indicator of V equals the dimension of the zero weight space of V. For
the classical Lie algebras sl(n), so(2n), so(2n+1) and sp(2n), this is the case
for m greater or equal to 2n-1, 4n-5, 4n-3 and 2n+1, respectively.
"
2,49,"  The groups G_{k,1} of Richard Thompson and Graham Higman can be generalized
in a natural way to monoids, that we call M_{k,1}, and to inverse monoids,
called Inv_{k,1}; this is done by simply generalizing bijections to partial
functions or partial injective functions. The monoids M_{k,1} have connections
with circuit complexity (studied in another paper). Here we prove that M_{k,1}
and Inv_{k,1} are congruence-simple for all k. Their Green relations J and D
are characterized: M_{k,1} and Inv_{k,1} are J-0-simple, and they have k-1
non-zero D-classes. They are submonoids of the multiplicative part of the Cuntz
algebra O_k. They are finitely generated, and their word problem over any
finite generating set is in P. Their word problem is coNP-complete over certain
infinite generating sets.
  Changes in this version: Section 4 has been thoroughly revised, and errors
have been corrected; however, the main results of Section 4 do not change.
Sections 1, 2, and 3 are unchanged, except for the proof of Theorem 2.3, which
was incomplete; a complete proof was published in the Appendix of reference
[6], and is also given here.
"
2,50,"  We characterize a natural class of modular categories of prime power
Frobenius-Perron dimension as representation categories of twisted doubles of
finite p-groups. We also show that a nilpotent braided fusion category C admits
an analogue of the Sylow decomposition. If the simple objects of C have
integral Frobenius-Perron dimensions then C is group-theoretical. As a
consequence, we obtain that semisimple quasi-Hopf algebras of prime power
dimension are group-theoretical. Our arguments are based on a reconstruction of
twisted group doubles from Lagrangian subcategories of modular categories (this
is reminiscent to the characterization of doubles of quasi-Lie bialgebras in
terms of Manin pairs).
"
2,51,"  Given a finite irreducible Coxeter group $W$, a positive integer $d$, and
types $T_1,T_2,...,T_d$ (in the sense of the classification of finite Coxeter
groups), we compute the number of decompositions $c=\si_1\si_2 cdots\si_d$ of a
Coxeter element $c$ of $W$, such that $\si_i$ is a Coxeter element in a
subgroup of type $T_i$ in $W$, $i=1,2,...,d$, and such that the factorisation
is ""minimal"" in the sense that the sum of the ranks of the $T_i$'s,
$i=1,2,...,d$, equals the rank of $W$. For the exceptional types, these
decomposition numbers have been computed by the first author. The type $A_n$
decomposition numbers have been computed by Goulden and Jackson, albeit using a
somewhat different language. We explain how to extract the type $B_n$
decomposition numbers from results of B\'ona, Bousquet, Labelle and Leroux on
map enumeration. Our formula for the type $D_n$ decomposition numbers is new.
These results are then used to determine, for a fixed positive integer $l$ and
fixed integers $r_1\le r_2\le ...\le r_l$, the number of multi-chains $\pi_1\le
\pi_2\le ...\le \pi_l$ in Armstrong's generalised non-crossing partitions
poset, where the poset rank of $\pi_i$ equals $r_i$, and where the ""block
structure"" of $\pi_1$ is prescribed. We demonstrate that this result implies
all known enumerative results on ordinary and generalised non-crossing
partitions via appropriate summations. Surprisingly, this result on multi-chain
enumeration is new even for the original non-crossing partitions of Kreweras.
Moreover, the result allows one to solve the problem of rank-selected chain
enumeration in the type $D_n$ generalised non-crossing partitions poset, which,
in turn, leads to a proof of Armstrong's $F=M$ Conjecture in type $D_n$.
"
2,52,"  Associated to the classical Weyl groups, we introduce the notion of
degenerate spin affine Hecke algebras and affine Hecke-Clifford algebras. For
these algebras, we establish the PBW properties, formulate the intertwiners,
and describe the centers. We further develop connections of these algebras with
the usual degenerate (i.e. graded) affine Hecke algebras of Lusztig by
introducing a notion of degenerate covering affine Hecke algebras.
"
2,53,"  We classify all fusion categories for a given set of fusion rules with three
simple object types. If a conjecture of Ostrik is true, our classification
completes the classification of fusion categories with three simple object
types. To facilitate the discussion we describe a convenient, concrete and
useful variation of graphical calculus for fusion categories, discuss
pivotality and sphericity in this framework, and give a short and elementary
re-proof of the fact that the quadruple dual functor is naturally isomorphic to
the identity.
"
2,54,"  We extend our previous classification of superpotentials of ``scalar
curvature type"" for the cohomogeneity one Ricci-flat equations. We now consider
the case not covered in our previous paper, i.e., when some weight vector of
the superpotential lies outside (a scaled translate of) the convex hull of the
weight vectors associated with the scalar curvature function of the principal
orbit. In this situation we show that either the isotropy representation has at
most 3 irreducible summands or the first order subsystem associated to the
superpotential is of the same form as the Calabi-Yau condition for submersion
type metrics on complex line bundles over a Fano K\""ahler-Einstein product.
"
2,55,"  The minimum semi-degree of a digraph D is the minimum of its minimum
outdegree and its minimum indegree. We show that every sufficiently large
digraph D with minimum semi-degree at least n/2 +k-1 is k-linked. The bound on
the minimum semi-degree is best possible and confirms a conjecture of
Manoussakis from 1990. We also determine the smallest minimum semi-degree which
ensures that a sufficiently large digraph D is k-ordered, i.e. that for every
ordered sequence of k distinct vertices of D there is a directed cycle which
encounters these vertices in this order.
"
2,56,"  In this note we consider the time of the collision $\tau$ for $n$ independent
Brownian motions $X^1_t,...,X_t^n$ with drifts $a_1,...,a_n$, each starting
from $x=(x_1,...,x_n)$, where $x_1<...<x_n$. We show the exact asymptotics of
$P_x(\tau>t) = C h(x)t^{-\alpha}e^{-\gamma t}(1 + o(1))$ as $t\to\infty$ and
identify $C,h(x),\alpha,\gamma$ in terms of the drifts.
"
2,57,"  Given a multiple-input multiple-output (MIMO) channel, feedback from the
receiver can be used to specify a transmit precoding matrix, which selectively
activates the strongest channel modes. Here we analyze the performance of
Random Vector Quantization (RVQ), in which the precoding matrix is selected
from a random codebook containing independent, isotropically distributed
entries. We assume that channel elements are i.i.d. and known to the receiver,
which relays the optimal (rate-maximizing) precoder codebook index to the
transmitter using B bits. We first derive the large system capacity of
beamforming (rank-one precoding matrix) as a function of B, where large system
refers to the limit as B and the number of transmit and receive antennas all go
to infinity with fixed ratios. With beamforming RVQ is asymptotically optimal,
i.e., no other quantization scheme can achieve a larger asymptotic rate. The
performance of RVQ is also compared with that of a simpler reduced-rank scalar
quantization scheme in which the beamformer is constrained to lie in a random
subspace. We subsequently consider a precoding matrix with arbitrary rank, and
approximate the asymptotic RVQ performance with optimal and linear receivers
(matched filter and Minimum Mean Squared Error (MMSE)). Numerical examples show
that these approximations accurately predict the performance of finite-size
systems of interest. Given a target spectral efficiency, numerical examples
show that the amount of feedback required by the linear MMSE receiver is only
slightly more than that required by the optimal receiver, whereas the matched
filter can require significantly more feedback.
"
2,58,"  We provide a description of the interpolating and sampling sequences on a
space of holomorphic functions with a uniform growth restriction defined on
finite Riemann surfaces.
"
2,59,"  We prove that the limit hypersurfaces of converging curvature flows are
stable, if the initial velocity has a weak sign, and give a survey of the
existence and regularity results.
"
